,symbol,sector,open,high,low,close
0,A,Health Care,65.45578947368422,66.02057192982454,64.7349298245614,65.35070175438597
1,AAL,Industrials,42.7580701754386,43.33183684210527,41.9619754385965,42.54333333333333
2,AAP,Consumer Discretionary,130.7533333333334,132.44484736842105,128.8669421052632,130.82035087719296
3,AAPL,Information Technology,186.80847192982458,188.24595438596486,185.07738245614036,186.58912280701753
4,ABBV,Health Care,96.61343859649124,97.59113859649123,95.40591929824562,96.47947368421052
5,ABC,Health Care,88.09017543859648,89.35622280701755,86.95911578947369,88.26438596491226
6,ABT,Health Care,62.40333333333332,62.83631578947366,61.81306315789473,62.36596491228068
7,ACN,Information Technology,158.0484210526315,159.09785263157892,156.74664736842107,158.00929824561405
8,ADBE,Information Technology,241.01561403508765,243.62584736842103,237.92255789473683,240.98754385964904
9,ADI,Information Technology,94.48684210526316,95.38597017543863,93.49456140350878,94.48842105263154
10,ADM,Consumer Staples,45.84982456140351,46.19982280701754,45.48579122807019,45.87421052631578
11,ADP,Information Technology,130.83719298245614,131.94245789473686,129.8040912280702,130.98491228070176
12,ADS,Information Technology,217.53649122807008,219.7973631578948,215.43245614035084,217.78736842105266
13,ADSK,Information Technology,135.07859649122804,136.807798245614,132.92602280701755,134.83052631578948
14,AEE,Utilities,59.0156140350877,59.53815789473683,58.683045614035066,59.21982456140352
15,AEP,Utilities,68.50421052631579,69.09635789473685,68.09260350877194,68.71438596491228
16,AES,Utilities,12.73298245614035,12.887794736842105,12.627403508771927,12.782807017543862
17,AET,Health Care,182.74727272727276,184.0341618181818,181.86918181818186,183.13836363636358
18,AFL,Financials,45.04245614035088,45.307156140350884,44.69863157894737,45.00035087719298
19,AGN,Health Care,165.22842105263157,166.88637894736843,162.79436315789474,164.75280701754386
20,AIG,Financials,53.315438596491234,53.76810877192984,52.8662649122807,53.38614035087719
21,AIV,Real Estate,41.31280701754386,41.66780701754387,40.99745614035089,41.35421052631578
22,AIZ,Financials,96.559298245614,97.77437017543859,95.59096666666665,96.75456140350877
23,AJG,Financials,68.73087719298248,69.21632631578947,68.21824736842107,68.74035087719298
24,AKAM,Information Technology,74.60421052631578,75.32535263157897,73.7562456140351,74.53736842105265
25,ALB,Materials,96.68684210526317,97.88635614035087,95.41685614035092,96.58105263157894
26,ALGN,Health Care,307.8022807017544,312.46984736842103,302.11568947368437,307.589298245614
27,ALK,Industrials,62.93807017543859,63.74721578947371,62.2047807017544,62.997719298245606
28,ALL,Financials,95.04298245614041,95.68838596491224,94.30510526315788,94.95543859649119
29,ALLE,Industrials,81.57719298245614,82.26491228070176,80.68316842105263,81.50298245614036
30,ALXN,Health Care,119.08403508771933,120.7749438596491,117.25609298245615,119.1115789473684
31,AMAT,Information Technology,48.98072280701755,49.53401578947368,48.107908771929814,48.699122807017524
32,AMD,Information Technology,15.051140350877192,15.436612280701755,14.687677192982457,15.09754385964912
33,AME,Industrials,74.5421052631579,75.05412807017545,73.73958245614034,74.37438596491228
34,AMG,Financials,157.6991228070176,159.31475789473686,155.81620701754395,157.31526315789475
35,AMGN,Health Care,181.8856140350877,183.71503508771926,180.11852807017542,182.01719298245612
36,AMP,Financials,141.7285964912281,143.20429824561404,140.14195964912278,141.49842105263156
37,AMT,Real Estate,141.29947368421054,142.5358263157895,140.2610385964912,141.5736842105263
38,AMZN,Consumer Discretionary,1646.173157894737,1662.112631578948,1624.661754385965,1643.2052631578945
39,ANSS,Information Technology,168.0832456140351,169.86472105263158,165.98701403508773,168.08666666666662
40,ANTM,Health Care,240.62087719298248,243.00043859649122,238.26927543859642,240.83982456140353
41,AON,Financials,143.07438596491227,144.18842105263158,142.04780526315787,143.0887719298246
42,AOS,Industrials,61.169649122807016,61.5926649122807,60.3642105263158,60.91543859649123
43,APA,Energy,41.93157894736843,42.61416315789472,41.40318771929824,42.03947368421053
44,APC,Energy,67.30684210526316,68.19846140350876,66.53883333333333,67.35684210526314
45,APD,Materials,163.33491228070176,164.4808421052631,161.7249315789474,163.26789473684215
46,APH,Information Technology,88.08175438596487,88.5913456140351,87.20655614035088,87.93175438596492
47,APTV,Consumer Discretionary,91.8367543859649,92.48718947368424,90.66645438596491,91.5219298245614
48,ARE,Real Estate,124.72561403508766,125.71042105263159,123.73887894736843,124.8273684210526
49,ARNC,Industrials,19.698947368421056,19.914666666666673,19.41816140350878,19.628421052631573
50,ATVI,Information Technology,70.71868421052632,71.5856192982456,69.8046105263158,70.6305263157895
51,AVB,Real Estate,168.10964912280699,169.5839087719298,166.78914035087715,168.35508771929824
52,AVGO,Information Technology,243.41245614035088,245.74639649122798,240.40320701754382,243.04929824561398
53,AVY,Materials,104.93807017543864,105.78464912280702,103.8986859649123,104.76175438596493
54,AWK,Utilities,84.06491228070175,84.82860701754386,83.58474912280704,84.33578947368422
55,AXP,Financials,99.96298245614037,100.75599473684208,99.03513333333333,99.90508771929822
56,AYI,Industrials,125.08456140350881,126.78766842105269,123.13996666666665,124.7919298245614
57,AZO,Consumer Discretionary,672.1926315789474,679.9571508771933,663.8381824561404,671.7115789473685
58,BA,Industrials,346.7133333333333,350.08870701754387,342.4243456140352,346.41438596491247
59,BAC,Financials,29.725614035087716,29.959017543859648,29.39172456140351,29.652456140350882
60,BAX,Health Care,70.83175438596493,71.42350877192982,70.25547368421051,70.89947368421053
61,BBY,Consumer Discretionary,74.00105263157896,74.98982807017542,73.03614385964914,73.95368421052632
62,BDX,Health Care,233.21807017543853,235.16043684210533,231.11785087719295,233.3387719298246
63,BHF,Financials,46.59210526315789,47.25957543859651,45.90201052631579,46.54052631578948
64,BHGE,Energy,33.127192982456144,33.70963333333334,32.679656140350865,33.185614035087724
65,BIIB,Health Care,292.8719298245614,296.9862999999999,289.5268210526316,293.06000000000006
66,BKNG,Consumer Discretionary,2071.3212280701746,2088.6501754385977,2049.3507017543857,2068.962280701754
67,BLK,Financials,513.8783333333332,517.6966842105264,507.6698368421052,512.3382456140351
68,BLL,Materials,39.3757894736842,39.6694701754386,39.02369649122806,39.347894736842115
69,BMY,Health Care,54.473333333333315,54.97391754385964,53.85149298245612,54.42526315789473
70,BRK.B,Financials,197.79561403508768,198.94363157894742,196.1208578947369,197.45596491228062
71,BSX,Health Care,31.494561403508776,31.814998245614042,31.17868421052631,31.487192982456133
72,BWA,Consumer Discretionary,48.58087719298245,48.988292982456144,47.83164736842106,48.33596491228071
73,BXP,Real Estate,121.96526315789473,123.01074561403507,120.91785964912282,122.08631578947366
74,CAG,Consumer Staples,36.808070175438594,37.14052631578948,36.49753508771931,36.80929824561403
75,CAH,Health Care,55.56052631578945,56.272928070175446,54.82989298245615,55.573508771929845
76,CAT,Industrials,147.3259649122807,148.81487368421057,145.25844912280706,146.81087719298247
77,CB,Financials,132.66912280701752,133.7063403508772,131.61684385964915,132.69824561403507
78,CBOE,Financials,105.17754385964912,106.17754561403503,103.84978245614036,104.80333333333331
79,CBRE,Real Estate,47.00157894736841,47.38549298245614,46.48782982456138,46.914912280701735
80,CBS,Consumer Discretionary,53.02282456140351,53.73302631578946,52.423356140350876,53.08947368421052
81,CCI,Real Estate,105.37473684210522,106.42034736842106,104.60623333333331,105.61035087719297
82,CCL,Consumer Discretionary,62.70982456140351,63.23166491228071,62.02180175438597,62.594912280701735
83,CDNS,Information Technology,42.19315789473685,42.541999999999994,41.74170701754385,42.1419298245614
84,CELG,Health Care,82.92009298245613,83.89603684210525,81.77562105263158,82.6514912280702
85,CERN,Health Care,59.94035087719296,60.526052631578956,59.28865087719297,59.92754385964911
86,CF,Materials,42.93421052631579,43.50550350877194,42.28724912280701,42.957894736842086
87,CHD,Consumer Staples,50.86596491228072,51.37122807017542,50.4362298245614,50.99859649122807
88,CHRW,Industrials,90.33736842105259,91.10159122807018,89.30705789473683,90.09964912280701
89,CHTR,Consumer Discretionary,293.45947368421065,297.7094368421052,289.2288754385965,293.3818421052632
90,CI,Health Care,179.11771929824556,180.29010000000005,177.21780350877196,178.730701754386
91,CINF,Financials,72.1717543859649,72.67998245614035,71.5044894736842,72.08456140350876
92,CL,Consumer Staples,65.15789473684214,65.65227719298247,64.66099824561402,65.16719298245616
93,CMCSA,Consumer Discretionary,33.44454736842105,33.83727192982456,33.02874561403508,33.4078947368421
94,CMG,Consumer Discretionary,423.2157280701753,429.4731228070176,418.44332982456143,424.2019298245615
95,CMI,Industrials,148.35885964912285,149.73543508771922,146.58773684210524,148.05105263157895
96,CMS,Utilities,46.07491228070174,46.48245789473683,45.81520175438597,46.2335087719298
97,CNC,Health Care,120.78017543859646,121.98813508771924,119.63806491228071,120.86456140350879
98,CNP,Utilities,26.596491228070168,26.820175438596483,26.37303508771931,26.608771929824563
99,COF,Financials,94.93543859649121,95.70692456140348,93.9206350877193,94.70298245614036
100,COG,Energy,23.485263157894735,23.780964912280705,23.172919298245617,23.478771929824564
101,COP,Energy,67.86385964912279,68.60700175438598,67.05307192982457,67.8140350877193
102,COST,Consumer Staples,204.8744105263158,206.5860210526316,203.50550350877188,205.16280701754388
103,COTY,Consumer Staples,14.48736842105263,14.646929824561397,14.25894210526316,14.435263157894735
104,CPB,Consumer Staples,38.69894736842104,39.223619298245616,38.2634192982456,38.78140350877193
105,CSCO,Information Technology,44.16073684210525,44.591996491228066,43.75877192982457,44.19385964912281
106,CSX,Industrials,64.16915087719298,64.77203684210527,63.54818596491229,64.15070175438599
107,CTAS,Industrials,184.04842105263154,185.3161280701754,182.47739824561407,183.87736842105264
108,CTXS,Information Technology,104.27859649122809,105.12764035087719,103.30793333333334,104.31631578947369
109,CVS,Consumer Staples,68.04578947368421,69.06239122807017,67.22035263157895,68.26736842105262
110,CVX,Energy,123.63140350877195,124.67891052631579,122.5321614035088,123.57508771929822
111,CXO,Energy,141.75105263157891,143.76483684210532,139.45534561403508,141.55912280701756
112,D,Utilities,66.53508771929822,67.07807543859649,66.1104859649123,66.6619298245614
113,DAL,Industrials,53.95368421052633,54.50155263157894,53.289582456140366,53.83175438596493
114,DE,Industrials,147.79842105263154,149.37811929824557,145.517149122807,147.25947368421052
115,DFS,Financials,73.69000000000001,74.2570140350877,72.84289473684208,73.49140350877192
116,DG,Consumer Discretionary,98.65403508771932,99.70936842105263,97.75994035087722,98.78140350877194
117,DHI,Consumer Discretionary,42.451228070175446,42.99918947368421,41.765463157894736,42.376315789473686
118,DISCA,Consumer Discretionary,25.306140350877186,25.69416315789474,24.92368070175439,25.3401754385965
119,DISCK,Consumer Discretionary,23.54149122807017,23.92098245614035,23.189122807017554,23.58315789473684
120,DISH,Consumer Discretionary,34.131403508771925,34.66209473684211,33.60082631578946,34.08122807017543
121,DLR,Real Estate,107.98859649122808,109.12623157894734,107.09881052631573,108.27526315789478
122,DLTR,Consumer Discretionary,90.55105263157895,91.53088070175436,89.51520175438597,90.50315789473684
123,DOV,Industrials,83.1582456140351,83.99945263157892,82.16819824561405,83.08017543859647
124,DRE,Real Estate,27.78192982456141,27.987105263157893,27.551271929824555,27.78263157894737
125,DRI,Consumer Discretionary,95.96508771929824,97.1389912280702,95.12578947368422,96.34561403508773
126,DTE,Utilities,103.80105263157893,104.6684596491228,103.1520403508772,104.08859649122807
127,DUK,Utilities,78.01736842105264,78.7107157894737,77.56308070175436,78.26929824561402
128,DVN,Energy,38.970000000000006,39.57539298245614,38.43899649122807,39.034736842105254
129,DWDP,Materials,65.78175438596492,66.38151929824562,65.02335087719298,65.72140350877194
130,ECL,Materials,145.95333333333335,147.08863859649125,144.94917894736844,146.14105263157893
131,ED,Utilities,76.77157894736843,77.41937017543859,76.30842280701755,76.99315789473684
132,EFX,Industrials,119.3143859649123,120.41137192982455,118.34388947368427,119.45807017543859
133,EIX,Utilities,63.10684210526316,63.66457894736842,62.680745614035075,63.281929824561395
134,EL,Consumer Staples,147.49999999999997,148.55528771929824,145.87447368421056,147.11982456140348
135,EMN,Materials,102.87701754385962,103.72140350877197,101.60177192982455,102.57122807017544
136,EMR,Industrials,70.9936842105263,71.54342280701755,70.14918245614032,70.84
137,EOG,Energy,117.0187719298246,118.341898245614,115.65484210526317,117.12842105263164
138,EQIX,Real Estate,406.89614035087715,411.1467192982455,403.00523157894725,407.63210526315794
139,EQR,Real Estate,63.06228070175439,63.64947368421052,62.596642105263165,63.17929824561404
140,EQT,Energy,49.57964912280702,50.37235087719299,48.84878245614035,49.62964912280702
141,ES,Utilities,58.68438596491227,59.15876842105263,58.27606666666667,58.78491228070177
142,ESS,Real Estate,239.02736842105273,241.27199122807016,237.2218491228071,239.32578947368427
143,ETN,Industrials,78.14754385964913,78.73756140350878,77.29551228070174,78.01403508771931
144,ETR,Utilities,80.15771929824561,80.85717543859653,79.58512280701753,80.34912280701755
145,EXC,Utilities,41.02824561403507,41.35595263157895,40.744608771929826,41.102280701754374
146,EXR,Real Estate,93.12526315789471,94.06191052631581,92.45651228070173,93.3843859649123
147,FCX,Materials,16.359035087719302,16.615971929824557,16.050301754385966,16.330877192982452
148,FE,Utilities,35.01842105263158,35.34137719298245,34.75789649122808,35.090701754385975
149,FMC,Materials,86.1275438596491,87.02575438596494,85.19932807017544,86.15877192982455
150,FRT,Real Estate,119.86736842105259,120.96674035087717,118.84450877192987,120.08122807017543
151,GIS,Consumer Staples,43.93894736842105,44.41118596491229,43.50291403508774,43.97543859649124
152,GOOG,Information Technology,1097.8929824561405,1108.317894736842,1085.7524561403513,1096.8996491228072
153,GOOGL,Information Technology,1106.9345614035085,1117.4526315789474,1093.9808771929825,1105.442807017544
154,HAL,Energy,47.42263157894738,47.887628070175445,46.84912456140352,47.36491228070176
155,HCP,Real Estate,24.240000000000006,24.506789473684215,24.027321052631592,24.311052631578953
156,HES,Energy,61.07035087719297,61.96635614035086,60.259950877192985,61.13877192982456
157,HP,Energy,67.48754385964911,68.28434385964913,66.5573403508772,67.38842105263157
158,HRB,Financials,26.164210526315784,26.47692982456141,25.87474561403509,26.19508771929824
159,HRL,Consumer Staples,36.93403508771931,37.30903157894736,36.599501754385976,37.04210526315789
160,HST,Real Estate,20.516842105263155,20.700350877192978,20.32954561403509,20.516491228070173
161,IFF,Materials,131.00701754385963,132.20547192982454,129.87077719298244,131.19385964912286
162,IP,Materials,53.136140350877206,53.64275614035088,52.56463508771932,53.1159649122807
163,IRM,Real Estate,33.878947368421045,34.207063157894744,33.608105263157896,33.93508771929826
164,K,Consumer Staples,64.73105263157895,65.44253333333334,64.08649298245615,64.88771929824561
165,KHC,Consumer Staples,58.95859649122805,59.57268596491227,58.24571403508773,58.91736842105263
166,KIM,Real Estate,15.421929824561404,15.64836842105263,15.259324561403508,15.487543859649126
167,KMB,Consumer Staples,105.22859649122812,106.32910701754385,104.2510684210526,105.41543859649123
168,KMI,Energy,16.69228070175438,16.856668421052632,16.52543157894737,16.69929824561403
169,KMX,Consumer Discretionary,68.61473684210524,69.52635614035088,67.8411052631579,68.69403508771929
170,KO,Consumer Staples,43.91877192982455,44.23929824561403,43.66195614035089,43.982982456140356
171,LNT,Utilities,41.65543859649124,42.013212280701744,41.39245614035087,41.77350877192982
172,LYB,Materials,109.17736842105262,110.18734035087721,107.74167719298244,108.93122807017545
173,MAC,Real Estate,56.11140350877195,56.70840350877193,55.45719298245614,56.07438596491229
174,MLM,Materials,210.4649122807017,213.0491789473685,208.04542280701753,210.61473684210517
175,MMM,Industrials,203.9821052631579,205.30252105263156,201.95251052631573,203.61929824561406
176,MNST,Consumer Staples,54.80157894736843,55.42263157894738,54.27677719298245,54.88526315789473
177,MO,Consumer Staples,57.85298245614034,58.35692456140351,57.284189473684194,57.885263157894755
178,MOS,Materials,28.2578947368421,28.63919298245614,27.865159649122795,28.321228070175433
179,MPC,Energy,76.46982456140354,77.46486315789475,75.3987912280702,76.34929824561404
180,MRO,Energy,20.015087719298243,20.303075438596487,19.661085964912278,19.964385964912285
181,NEE,Utilities,163.8529824561403,165.21669824561397,162.85102807017543,164.24561403508773
182,NEM,Materials,38.01859649122807,38.31375438596491,37.65700701754386,37.95543859649123
183,NI,Utilities,24.9257894736842,25.160473684210523,24.749385964912268,24.991929824561392
184,NOV,Energy,40.88754385964915,41.41008596491228,40.41622105263157,40.95771929824561
185,NRG,Utilities,33.103333333333325,33.447105263157894,32.75475964912282,33.08578947368421
186,NUE,Materials,63.81263157894739,64.52783684210527,62.9980052631579,63.843157894736834
187,ORCL,Information Technology,46.394385964912274,46.82324561403508,45.99878070175438,46.3998245614035
188,OXY,Energy,80.10526315789477,80.77706666666667,79.28488245614037,80.05385964912281
189,PCG,Utilities,43.26666666666668,43.86581929824561,42.78778947368419,43.34035087719299
190,PKG,Materials,114.76228070175438,115.71352456140353,113.60921228070175,114.65210526315789
191,PLD,Real Estate,64.7019298245614,65.27424385964913,64.18061403508773,64.79456140350877
192,PPG,Materials,106.15105263157893,106.97711052631581,105.11973859649125,106.14070175438596
193,SCHW,Financials,54.14614035087719,54.69904736842104,53.447514035087735,54.043333333333344
194,SHW,Materials,397.3212280701754,401.4916982456141,393.7991719298245,397.7301754385964
195,SJM,Consumer Staples,110.51263157894734,111.82056315789474,109.28451052631578,110.59631578947364
196,STZ,Consumer Staples,222.49824561403503,224.28368947368423,220.6246263157894,222.55438596491234
197,WBA,Consumer Staples,66.32947368421053,67.09055438596494,65.57829298245616,66.38219298245616
198,XEC,Energy,94.08894736842106,95.63556842105264,92.67819473684214,94.22719298245613
199,XOM,Energy,80.2943859649123,80.93426666666667,79.71907719298244,80.36421052631577
